utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_020092,SIM,1;04.25,SIM,"Moni, Moni .","['Moni', ',', 'Moni', '.']","['moni', ',', 'moni', '.']","['moni', 'moni']",2,"Мони, мони .","['мони', 'мони']","Мони , мони .","Мони , мони .",,мони мони
UTT_020095,SIM,1;04.25,SIM,"kopka [: topka], kopka [: topka] .","['topka', ',', 'topka', '.']","['topka', ',', 'topka', '.']","['topka', 'topka']",2,"Копка [: топка], копка [: топка] .","['копка', 'топка', 'копка', 'топка']","Копка , копка .",топка топка .,,топка топка
UTT_020101,SIM,1;04.25,SIM,"toche [: topche], toche [: topche], toche [: topche] .","['topche', ',', 'topche', ',', 'topche', '.']","['topche', ',', 'topche', ',', 'topche', '.']","['topche', 'topche', 'topche']",3,"Точе [: топче], точе [: топче], точе [: топче] .","['точе', 'топче', 'точе', 'топче', 'точе', 'топче']","Точе , точе , точе .",топче топче топче .,,топче топче топче
UTT_020103,SIM,1;05.02,SIM,"Moe, moe, dam [: daj] .","['Moe', ',', 'moe', ',', 'daj', '.']","['moe', ',', 'moe', ',', 'daj', '.']","['moe', 'moe', 'daj']",3,"Мое, мое, дам [: дай] .","['мое', 'мое', 'дам', 'дай']","Мое , мое , дам .","Мое , мое , дай .",,мое мое дай
UTT_020107,SIM,1;05.02,SIM,"toj [: tvoe], toj [: tvoe], Moni .","['tvoe', ',', 'tvoe', ',', 'Moni', '.']","['tvoe', ',', 'tvoe', ',', 'moni', '.']","['tvoe', 'tvoe', 'moni']",3,"Той [: твое], той [: твое], мони .","['той', 'твое', 'той', 'твое', 'мони']","Той , той , мони .",твое твое мони .,,твое твое мони
UTT_020109,SIM,1;05.02,SIM,"Moni pishe, pishe .","['Moni', 'pishe', ',', 'pishe', '.']","['moni', 'pishe', ',', 'pishe', '.']","['moni', 'pishe', 'pishe']",3,"Мони пише, пише .","['мони', 'пише', 'пише']","Мони пише , пише .","Мони пише , пише .",,мони пише пише
UTT_020112,SIM,1;05.02,SIM,"pishe, pishe, pishe !","['pishe', ',', 'pishe', ',', 'pishe', '!']","['pishe', ',', 'pishe', ',', 'pishe', '!']","['pishe', 'pishe', 'pishe']",3,"Пише, пише, пише !","['пише', 'пише', 'пише']","Пише , пише , пише !","Пише , пише , пише !",,пише пише пише
UTT_020114,SIM,1;05.02,SIM,"pishe, pishe .","['pishe', ',', 'pishe', '.']","['pishe', ',', 'pishe', '.']","['pishe', 'pishe']",2,"Пише, пише .","['пише', 'пише']","Пише , пише .","Пише , пише .",,пише пише
UTT_020124,SIM,1;05.02,SIM,"mako [: mljako], mako [: mljako] .","['mljako', ',', 'mljako', '.']","['mljako', ',', 'mljako', '.']","['mljako', 'mljako']",2,"Мако [: мляко], мако [: мляко] .","['мако', 'мляко', 'мако', 'мляко']","Мако , мако .",мляко мляко .,"Мляко , мляко .",мляко мляко
UTT_020128,SIM,1;05.02,SIM,"ne, ne, ne .","['ne', ',', 'ne', ',', 'ne', '.']","['ne', ',', 'ne', ',', 'ne', '.']","['ne', 'ne', 'ne']",3,"Не, не, не .","['не', 'не', 'не']","Не , не , не .","Не , не , не .",,не не не
UTT_020134,SIM,1;05.02,SIM,tata [: vratata] tori [: zatvorena] .,"['vratata', 'zatvorena', '.']","['vratata', 'zatvorena', '.']","['vratata', 'zatvorena']",2,Тата [: вратата] тори [: затворена] .,"['тата', 'вратата', 'тори', 'затворена']",Тата тори .,вратата затворена .,Вратата затворена .,вратата затворена
UTT_020138,SIM,1;05.02,SIM,"kuka [: krushka], kuka [: krushka] .","['krushka', ',', 'krushka', '.']","['krushka', ',', 'krushka', '.']","['krushka', 'krushka']",2,"Кука [: крушка], кука [: крушка] .","['кука', 'крушка', 'кука', 'крушка']","Кука , кука .",крушка крушка .,,крушка крушка
UTT_020139,SIM,1;05.02,SIM,"bon [: balon], bon [: balon] .","['balon', ',', 'balon', '.']","['balon', ',', 'balon', '.']","['balon', 'balon']",2,"Бон [: балон], бон [: балон] .","['бон', 'балон', 'бон', 'балон']","Бон , бон .",балон балон .,,балон балон
UTT_020143,SIM,1;05.02,SIM,"munka [: majmunka], munka [: majmunka], munka [: majmunka] .","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', 'majmunka', 'majmunka']",3,"Мунка [: маймунка], мунка [: маймунка], мунка [: маймунка] .","['мунка', 'маймунка', 'мунка', 'маймунка', 'мунка', 'маймунка']","Мунка , мунка , мунка .",маймунка маймунка маймунка .,,маймунка маймунка маймунка
UTT_020145,SIM,1;05.02,SIM,"munka [: majmunka], munka [: majmunka], munka [: majmunka] .","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', 'majmunka', 'majmunka']",3,"Мунка [: маймунка], мунка [: маймунка], мунка [: маймунка] .","['мунка', 'маймунка', 'мунка', 'маймунка', 'мунка', 'маймунка']","Мунка , мунка , мунка .",маймунка маймунка маймунка .,,маймунка маймунка маймунка
UTT_020147,SIM,1;05.02,SIM,"bam [: banan], bam [: banan] .","['banan', ',', 'banan', '.']","['banan', ',', 'banan', '.']","['banan', 'banan']",2,"Бам [: банан], бам [: банан] .","['бам', 'банан', 'бам', 'банан']","Бам , бам .",банан банан .,,банан банан
UTT_020153,SIM,1;05.02,SIM,"daa, daa, da, da, da .","['daa', ',', 'daa', ',', 'da', ',', 'da', ',', 'da', '.']","['daa', ',', 'daa', ',', 'da', ',', 'da', ',', 'da', '.']","['daa', 'daa', 'da', 'da', 'da']",5,"Даа, даа, да, да, да .","['даа', 'даа', 'да', 'да', 'да']","Даа , даа , да , да , да .","Даа , даа , да , да , да .",,даа даа да да да
UTT_020154,SIM,1;05.02,SIM,"tici [: ptica], tica [: ptica], tici [: ptica], tici [: ptica] .","['ptica', ',', 'ptica', ',', 'ptica', ',', 'ptica', '.']","['ptica', ',', 'ptica', ',', 'ptica', ',', 'ptica', '.']","['ptica', 'ptica', 'ptica', 'ptica']",4,"Тици [: птица], тица [: птица], тици [: птица], тици [: птица] .","['тици', 'птица', 'тица', 'птица', 'тици', 'птица', 'тици', 'птица']","Тици , тица , тици , тици .",птица птица птица птица .,,птица птица птица птица
UTT_020156,SIM,1;05.02,SIM,"tici [: ptica], tica [: ptica] .","['ptica', ',', 'ptica', '.']","['ptica', ',', 'ptica', '.']","['ptica', 'ptica']",2,"Тици [: птица], тица [: птица] .","['тици', 'птица', 'тица', 'птица']","Тици , тица .",птица птица .,,птица птица
UTT_020161,SIM,1;05.02,SIM,"a, a !","['a', ',', 'a', '!']","['a', ',', 'a', '!']","['a', 'a']",2,"А, а !","['а', 'а']","А , а !","А , а !",,а а
UTT_020162,SIM,1;05.02,SIM,"tici [: ptica], tica [: ptica], tici [: ptica] .","['ptica', ',', 'ptica', ',', 'ptica', '.']","['ptica', ',', 'ptica', ',', 'ptica', '.']","['ptica', 'ptica', 'ptica']",3,"Тици [: птица], тица [: птица], тици [: птица] .","['тици', 'птица', 'тица', 'птица', 'тици', 'птица']","Тици , тица , тици .",птица птица птица .,,птица птица птица
UTT_020166,SIM,1;05.02,SIM,"mako [: mljako], mako [: mljako] .","['mljako', ',', 'mljako', '.']","['mljako', ',', 'mljako', '.']","['mljako', 'mljako']",2,"Мако [: мляко], мако [: мляко] .","['мако', 'мляко', 'мако', 'мляко']","Мако , мако .",мляко мляко .,,мляко мляко
UTT_020168,SIM,1;05.02,SIM,"munka [: majmunka], munka [: majmunka], munka [: majmunka] .","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', ',', 'majmunka', ',', 'majmunka', '.']","['majmunka', 'majmunka', 'majmunka']",3,"Мунка [: маймунка], мунка [: маймунка], мунка [: маймунка] .","['мунка', 'маймунка', 'мунка', 'маймунка', 'мунка', 'маймунка']","Мунка , мунка , мунка .",маймунка маймунка маймунка .,,маймунка маймунка маймунка
UTT_020181,SIM,1;05.02,SIM,"a, ne !","['a', ',', 'ne', '!']","['a', ',', 'ne', '!']","['a', 'ne']",2,"А, не !","['а', 'не']","А , не !","А , не !",,а не
UTT_020182,SIM,1;05.02,SIM,"dam [: daj], dam [: daj], mamo !","['daj', ',', 'daj', ',', 'mamo', '!']","['daj', ',', 'daj', ',', 'mamo', '!']","['daj', 'daj', 'mamo']",3,"Дам [: дай], дам [: дай], мамо !","['дам', 'дай', 'дам', 'дай', 'мамо']","Дам , дам , мамо !",дай дай мамо !,"Дай , дай , мамо !",дай дай мамо
UTT_020183,SIM,1;05.02,SIM,"tori [: otvori], tori [: otvori] !","['otvori', ',', 'otvori', '!']","['otvori', ',', 'otvori', '!']","['otvori', 'otvori']",2,"Тори [: отвори], тори [: отвори] !","['тори', 'отвори', 'тори', 'отвори']","Тори , тори !",отвори отвори !,,отвори отвори
UTT_020188,SIM,1;05.02,SIM,"eshe [: shishe], dam [: daj], dam [: daj] .","['shishe', ',', 'daj', ',', 'daj', '.']","['shishe', ',', 'daj', ',', 'daj', '.']","['shishe', 'daj', 'daj']",3,"Еше [: шише], дам [: дай], дам [: дай] .","['еше', 'шише', 'дам', 'дай', 'дам', 'дай']","Еше , дам , дам .",шише дай дай .,,шише дай дай
UTT_020190,SIM,1;05.02,SIM,"mako [: mljako], mako [: mljako], mako [: mljako] .","['mljako', ',', 'mljako', ',', 'mljako', '.']","['mljako', ',', 'mljako', ',', 'mljako', '.']","['mljako', 'mljako', 'mljako']",3,"Мако [: мляко], мако [: мляко], мако [: мляко] .","['мако', 'мляко', 'мако', 'мляко', 'мако', 'мляко']","Мако , мако , мако .",мляко мляко мляко .,,мляко мляко мляко
UTT_020191,SIM,1;05.02,SIM,"bykam [: byrkam], bykam [: byrkam] !","['byrkam', ',', 'byrkam', '!']","['byrkam', ',', 'byrkam', '!']","['byrkam', 'byrkam']",2,"Бъкам [: бъркам], бъкам [: бъркам] !","['бъкам', 'бъркам', 'бъкам', 'бъркам']","Бъкам , бъкам !",бъркам бъркам !,,бъркам бъркам
UTT_020194,SIM,1;05.02,SIM,"mako [: mljako], makooo [: mljako] .","['mljako', ',', 'mljako', '.']","['mljako', ',', 'mljako', '.']","['mljako', 'mljako']",2,"Мако [: мляко], макооо [: мляко] .","['мако', 'мляко', 'макооо', 'мляко']","Мако , макооо .",мляко мляко .,,мляко мляко
UTT_020195,SIM,1;05.02,SIM,"tori [: otvori], tori [: otvori], tori [: otvori], tori [: otvori] .","['otvori', ',', 'otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', ',', 'otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', 'otvori', 'otvori', 'otvori']",4,"Тори [: отвори], тори [: отвори], тори [: отвори], тори [: отвори] .","['тори', 'отвори', 'тори', 'отвори', 'тори', 'отвори', 'тори', 'отвори']","Тори , тори , тори , тори .",отвори отвори отвори отвори .,,отвори отвори отвори отвори
UTT_020198,SIM,1;05.02,SIM,"mako [: mljako], makooo [: mljako], mako [: mljako], mako [: mljako], maaako [: mljako] .","['mljako', ',', 'mljako', ',', 'mljako', ',', 'mljako', ',', 'mljako', '.']","['mljako', ',', 'mljako', ',', 'mljako', ',', 'mljako', ',', 'mljako', '.']","['mljako', 'mljako', 'mljako', 'mljako', 'mljako']",5,"Мако [: мляко], макооо [: мляко], мако [: мляко], мако [: мляко], мааако [: мляко] .","['мако', 'мляко', 'макооо', 'мляко', 'мако', 'мляко', 'мако', 'мляко', 'мааако', 'мляко']","Мако , макооо , мако , мако , мааако .",мляко мляко мляко мляко мляко .,,мляко мляко мляко мляко мляко
UTT_020199,SIM,1;05.02,SIM,"bykam [: byrkam], bykam [: byrkam] .","['byrkam', ',', 'byrkam', '.']","['byrkam', ',', 'byrkam', '.']","['byrkam', 'byrkam']",2,"Бъкам [: бъркам], бъкам [: бъркам] .","['бъкам', 'бъркам', 'бъкам', 'бъркам']","Бъкам , бъкам .",бъркам бъркам .,,бъркам бъркам
UTT_020203,SIM,1;05.02,SIM,"a, mu [: mljako], ceti [: rycete] .","['a', ',', 'mljako', ',', 'rycete', '.']","['a', ',', 'mljako', ',', 'rycete', '.']","['a', 'mljako', 'rycete']",3,"А, му [: мляко], цети [: ръцете] .","['а', 'му', 'мляко', 'цети', 'ръцете']","А , му , цети .","А , мляко ръцете .",,а мляко ръцете
UTT_020205,SIM,1;05.02,SIM,"a, mamo, gari [: magare] .","['a', ',', 'mamo', ',', 'magare', '.']","['a', ',', 'mamo', ',', 'magare', '.']","['a', 'mamo', 'magare']",3,"А, мамо, гари [: магаре] .","['а', 'мамо', 'гари', 'магаре']","А , мамо , гари .","А , мамо , магаре .",,а мамо магаре
UTT_020215,SIM,1;05.02,SIM,"dam [: daj], dam [: daj], dam [: daj] .","['daj', ',', 'daj', ',', 'daj', '.']","['daj', ',', 'daj', ',', 'daj', '.']","['daj', 'daj', 'daj']",3,"Дам [: дай], дам [: дай], дам [: дай] .","['дам', 'дай', 'дам', 'дай', 'дам', 'дай']","Дам , дам , дам .",дай дай дай .,"Дай , дай , дай .",дай дай дай
UTT_020217,SIM,1;05.02,SIM,"dam [: daj], dam [: daj], dam [: daj] .","['daj', ',', 'daj', ',', 'daj', '.']","['daj', ',', 'daj', ',', 'daj', '.']","['daj', 'daj', 'daj']",3,"Дам [: дай], дам [: дай], дам [: дай] .","['дам', 'дай', 'дам', 'дай', 'дам', 'дай']","Дам , дам , дам .",дай дай дай .,,дай дай дай
UTT_020227,SIM,1;05.02,SIM,"tezi, tezi, tezi .","['tezi', ',', 'tezi', ',', 'tezi', '.']","['tezi', ',', 'tezi', ',', 'tezi', '.']","['tezi', 'tezi', 'tezi']",3,"Тези, тези, тези .","['тези', 'тези', 'тези']","Тези , тези , тези .","Тези , тези , тези .",,тези тези тези
UTT_020229,SIM,1;05.02,SIM,"o-oo, da .","['o-oo', ',', 'da', '.']","['o-oo', ',', 'da', '.']","['o-oo', 'da']",2,"О-оо, да .","['о-оо', 'да']","О-оо , да .","О-оо , да .",,о оо да
UTT_020232,SIM,1;05.02,SIM,"pishe, pishe, pishe, pishe .","['pishe', ',', 'pishe', ',', 'pishe', ',', 'pishe', '.']","['pishe', ',', 'pishe', ',', 'pishe', ',', 'pishe', '.']","['pishe', 'pishe', 'pishe', 'pishe']",4,"Пише, пише, пише, пише .","['пише', 'пише', 'пише', 'пише']","Пише , пише , пише , пише .","Пише , пише , пише , пише .",,пише пише пише пише
UTT_020234,SIM,1;05.02,SIM,"pyche [: pypche], pyche [: pypche], pyche [: pypche] .","['pypche', ',', 'pypche', ',', 'pypche', '.']","['pypche', ',', 'pypche', ',', 'pypche', '.']","['pypche', 'pypche', 'pypche']",3,"Пъче [: пъпче], пъче [: пъпче], пъче [: пъпче] .","['пъче', 'пъпче', 'пъче', 'пъпче', 'пъче', 'пъпче']","Пъче , пъче , пъче .",пъпче пъпче пъпче .,,пъпче пъпче пъпче
UTT_020241,SIM,1;05.02,SIM,"batche [: bratche], batche [: bratche] .","['bratche', ',', 'bratche', '.']","['bratche', ',', 'bratche', '.']","['bratche', 'bratche']",2,"Батче [: братче], батче [: братче] .","['батче', 'братче', 'батче', 'братче']","Батче , батче .",братче братче .,,братче братче
UTT_020243,SIM,1;05.02,SIM,"batche [: bratche], batche [: bratche], batche [: bratche] .","['bratche', ',', 'bratche', ',', 'bratche', '.']","['bratche', ',', 'bratche', ',', 'bratche', '.']","['bratche', 'bratche', 'bratche']",3,"Батче [: братче], батче [: братче], батче [: братче] .","['батче', 'братче', 'батче', 'братче', 'батче', 'братче']","Батче , батче , батче .",братче братче братче .,,братче братче братче
UTT_020245,SIM,1;05.02,SIM,"kaka, kaka, kaka !","['kaka', ',', 'kaka', ',', 'kaka', '!']","['kaka', ',', 'kaka', ',', 'kaka', '!']","['kaka', 'kaka', 'kaka']",3,"Кака, кака, кака !","['кака', 'кака', 'кака']","Кака , кака , кака !","Кака , кака , кака !",,кака кака кака
